"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost","cells_open","cells_closed"
1,3,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA,NA,NA
1,3.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",94.7695526217005,81.939001702486,1.15658661507497,10724.3081206329,73,37
1,4,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",120.39696961967,98.7167665596883,1.21962027136366,17537.1774327034,87,56
1,4.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",110.639610306789,88.684835231284,1.24755951813237,12955.2272578528,64,44
1,5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA,NA,NA
1,5.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.669047558312,88.5494212290515,1.21592039861902,16549.3887930053,63,36
1,6,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA,NA,NA
1,1,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.710678118655,97.7547952787995,1.07115643606042,4802.28534805995,13,72
1,1.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",94.2670273047588,92.097774131626,1.02355380674057,2945.54201668231,2,68
1,2,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",72.7106781186548,72.1248916810278,1.00812183455634,1942.92366279056,1,52
