"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost"
1,6,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",93.4680374315355,82.9276793356718,1.12710301530565,3216.6742908575
1,1,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.480230740355,110.34491379307,1.01028880179665,4576.66716577797
1,1.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",94.8528137423857,90.785461391128,1.04480180294215,3614.58016871875
1,2,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.852813742386,104.484448603608,1.07052116594625,4403.43914885025
1,2.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",87.39696961967,79.2464510246358,1.10285026634821,4928.67949532174
1,3,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.994949366117,119.670380629461,1.06956248231909,6321.61229588828
1,3.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.438600180013,113.850779531806,1.11934762945044,6897.4330308377
1,4,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",99.4680374315355,90.0499861188218,1.10458692686844,5830.62009591089
1,4.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",88.0121933088198,80.2309167341368,1.09698601102201,4290.60758575651
1,5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",89.3259018078045,81.1233628494283,1.10111191980048,4502.48710509268
1,5.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.267027304759,115.745410276175,1.0995427550958,6244.34143633308
1,6,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,1,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",100.539105243401,94.578010129205,1.06302834143003,6029.85511604415
1,1.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",80.5685424949238,75.1664818918645,1.07186794522099,2751.00790515297
1,2,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",117.02438661764,108.226614102078,1.08129028694609,8806.78527372156
1,2.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,3,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",97.4680374315355,85.7029754442633,1.1372771706733,5620.55724652985
1,3.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",103.78174593052,83.7615663654877,1.23901391095859,4410.7335296253
1,4,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,4.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.39696961967,92.439169187093,1.10772273831695,4386.32782721696
